date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2011/1/17 8:00,30,-21,-11,1037,NW,33.52,0,0
2011/1/17 16:00,18,-20,-3,1033,NW,88.95,0,0
2011/1/18 0:00,12,-22,-10,1035,NE,1.79,0,0
2011/1/18 8:00,24,-23,-13,1035,NW,24.14,0,0
2011/1/18 16:00,19,-22,-3,1031,NW,67.5,0,0
2011/1/19 0:00,22,-22,-9,1034,NW,101.91,0,0
2011/1/19 8:00,14,-23,-11,1034,NE,1.79,0,0
2011/1/19 16:00,13,-22,-1,1030,NW,46.48,0,0
2011/1/20 0:00,17,-22,-8,1033,NW,1.79,0,0
2011/1/20 8:00,15,-21,-11,1033,NW,15.2,0,0
2011/1/20 16:00,47,-22,-1,1028,SE,1.79,0,0
2011/1/21 0:00,124,-21,-8,1029,NW,1.79,0,0
2011/1/21 8:00,31,-21,-10,1029,NE,4.02,0,0
2011/1/21 16:00,37,-20,2,1026,NW,4.92,0,0
2011/1/22 0:00,191,-19,-11,1029,NW,4.92,0,0
2011/1/22 8:00,88,-18,-10,1029,NW,15.2,0,0
2011/1/22 16:00,48,-18,0,1026,NW,32.19,0,0
2011/1/23 0:00,11,-22,-7,1032,NW,88.52,0,0
2011/1/23 8:00,12,-22,-8,1033,NW,139.03,0,0
2011/1/23 16:00,16,-20,-2,1031,NW,206.55,0,0
2011/1/24 0:00,9,-21,-8,1034,NW,261.53,0,0
2011/1/24 8:00,43,-21,-13,1034,NW,11.18,0,0
2011/1/24 16:00,63,-19,0,1031,SE,3.13,0,0
2011/1/25 0:00,109,-20,-10,1031,NE,4.45,0,0
2011/1/25 8:00,11,-20,-6,1034,NW,27.73,0,0
2011/1/25 16:00,17,-21,0,1034,NW,89.42,0,0
2011/1/26 0:00,34,-21,-9,1039,NW,3.58,0,0
2011/1/26 8:00,82,-19,-11,1040,NW,20.58,0,0
2011/1/26 16:00,83,-20,0,1036,cv,0.89,0,0
2011/1/27 0:00,128,-19,-9,1041,NW,9.39,0,0
2011/1/27 8:00,18,-20,-7,1043,NE,5.81,0,0
2011/1/27 16:00,13,-21,-3,1040,NE,9.39,0,0
2011/1/28 0:00,32,-21,-7,1041,NW,12.97,0,0
2011/1/28 8:00,27,-20,-10,1039,SE,1.79,0,0
2011/1/28 16:00,12,-22,-1,1034,NW,53.2,0,0
2011/1/29 0:00,3,-23,-7,1037,NW,92.54,0,0
2011/1/29 8:00,8,-24,-11,1037,NW,128.31,0,0
2011/1/29 16:00,13,-22,-1,1034,NW,40.24,0,0
2011/1/30 0:00,21,-22,-5,1036,NW,82.26,0,0
2011/1/30 8:00,17,-21,-6,1036,NW,125.17,0,0
2011/1/30 16:00,11,-21,3,1030,NW,189.09,0,0
2011/1/31 0:00,21,-18,-3,1032,NW,4.92,0,0
2011/1/31 8:00,43,-18,-8,1031,NW,7.15,0,0
2011/1/31 16:00,18,-19,8,1025,NW,52.29,0,0
2011/2/1 0:00,33,-17,-4,1025,NW,80.9,0,0
2011/2/1 8:00,44,-17,-3,1024,NE,7.15,0,0
2011/2/1 16:00,28,-21,8,1020,NW,28.16,0,0
2011/2/2 0:00,84,-20,-2,1021,NW,61.23,0,0
2011/2/2 8:00,48,-18,-4,1021,NW,14.3,0,0
2011/2/2 16:00,34,-16,5,1020,NW,57.66,0,0
2011/2/3 0:00,75,-17,-4,1024,NW,107.73,0,0
2011/2/3 8:00,39,-16,-5,1024,NE,3.13,0,0
2011/2/3 16:00,78,-19,6,1018,SE,8.05,0,0
2011/2/4 0:00,299,-15,-6,1019,NE,0.89,0,0
2011/2/4 8:00,77,-15,0,1021,NW,16.99,0,0
2011/2/4 16:00,32,-12,7,1021,SE,3.13,0,0
2011/2/5 0:00,43,-12,-6,1025,SE,25.92,0,0
2011/2/5 8:00,90,-11,-5,1022,NE,0.89,0,0
2011/2/5 16:00,147,-9,2,1014,cv,1.78,0,0
2011/2/6 0:00,220,-9,-2,1017,NW,8.04,0,0
2011/2/6 8:00,31,-10,-1,1023,NW,1.79,0,0
2011/2/6 16:00,29,-9,10,1019,SE,4.02,0,0
2011/2/7 0:00,93,-10,0,1020,SE,12.97,0,0
2011/2/7 8:00,118,-9,-2,1017,cv,2.23,0,0
2011/2/7 16:00,146,-12,3,1011,SE,16.98,0,0
2011/2/8 0:00,208,-10,-6,1012,cv,2.68,0,0
2011/2/8 8:00,119,-11,-4,1014,NW,20.12,0,0
2011/2/8 16:00,27,-14,7,1017,SE,4.02,0,0
2011/2/9 0:00,84,-13,-4,1023,NE,2.68,0,0
2011/2/9 8:00,208,-8,-7,1028,NE,0.89,0,0
2011/2/9 16:00,68,-8,2,1025,SE,17.88,0,0
2011/2/10 0:00,31,-5,-4,1028,SE,47.38,2,0
2011/2/10 8:00,52,-6,-5,1028,SE,68.4,10,0
2011/2/10 16:00,78,-5,-2,1026,SE,85.4,18,0
2011/2/11 0:00,107,-5,-3,1028,NE,1.78,0,0
2011/2/11 8:00,82,-8,-6,1029,cv,0.89,0,0
2011/2/11 16:00,12,-16,-1,1030,NW,91.65,0,0
2011/2/12 0:00,7,-18,-9,1035,NE,3.13,0,0
2011/2/12 8:00,16,-19,-9,1035,NE,3.13,0,0
2011/2/12 16:00,41,-16,-3,1029,SE,8.05,0,0
2011/2/13 0:00,50,-7,-6,1030,SE,31.3,3,0
2011/2/13 8:00,72,-8,-7,1031,NE,6.26,11,0
2011/2/13 16:00,82,-9,-2,1030,cv,1.78,0,0
2011/2/14 0:00,11,-18,-7,1033,NW,16.09,0,0
2011/2/14 8:00,33,-18,-9,1034,NE,4.02,0,0
2011/2/14 16:00,53,-18,1,1030,SE,3.58,0,0
2011/2/15 0:00,102,-13,-9,1030,SE,3.57,0,0
2011/2/15 8:00,117,-14,-11,1029,NE,1.78,0,0
2011/2/15 16:00,216,-8,1,1024,SE,3.58,0,0
2011/2/16 0:00,335,-10,-7,1025,NW,3.58,0,0
2011/2/16 8:00,258,-9,-7,1023,NE,0.89,0,0
2011/2/16 16:00,234,-6,2,1020,cv,0.89,0,0
2011/2/17 0:00,294,-6,-4,1023,NE,0.89,0,0
2011/2/17 8:00,237,-6,-3,1026,NW,20.56,0,0
2011/2/17 16:00,49,-9,8,1024,cv,0.89,0,0
2011/2/18 0:00,411,-7,-3,1028,SE,2.68,0,0
2011/2/18 8:00,51,-10,-4,1029,NW,9.39,0,0
2011/2/18 16:00,140,-10,7,1024,SE,9.39,0,0
2011/2/19 0:00,264,-7,-3,1025,NE,0.89,0,0
2011/2/19 8:00,166,-10,-2,1026,NW,19.67,0,0
2011/2/19 16:00,131,-10,11,1022,cv,3.13,0,0
2011/2/20 0:00,288,-6,-3,1025,SE,0.89,0,0
2011/2/20 8:00,113,-8,-5,1028,NW,0.89,0,0
2011/2/20 16:00,526,-4,9,1026,SE,5.37,0,0
2011/2/21 0:00,527,-4,-2,1026,cv,4.9,0,0
2011/2/21 8:00,515,-6,-5,1027,NE,0.89,0,0
2011/2/21 16:00,477,-4,7,1022,SE,1.79,0,0
2011/2/22 0:00,499,-6,-4,1024,NE,0.89,0,0
2011/2/22 8:00,434,-5,-3,1023,NW,9.83,0,0
2011/2/22 16:00,369,-5,8,1017,cv,0.89,0,0
2011/2/23 0:00,399,-4,0,1018,cv,4.01,0,0
2011/2/23 8:00,420,-4,-1,1017,NW,7.6,0,0
2011/2/23 16:00,397,-3,9,1012,cv,0.89,0,0
2011/2/24 0:00,418,-3,2,1016,NW,22.35,0,0
2011/2/24 8:00,119,-8,3,1022,NW,48.27,0,0
2011/2/24 16:00,28,-19,11,1022,NW,12.96,0,0
2011/2/25 0:00,55,-6,-1,1030,SE,21.91,0,0
2011/2/25 8:00,95,-4,-3,1033,NE,0.89,0,0
2011/2/25 16:00,53,-10,6,1030,SE,11.63,0,0
2011/2/26 0:00,42,-13,1,1031,SE,41.13,0,0
2011/2/26 8:00,58,-3,-3,1028,SE,5.37,5,0
2011/2/26 16:00,111,-3,0,1023,cv,4.45,0,0
2011/2/27 0:00,125,-3,-1,1026,NE,0.89,0,0
2011/2/27 8:00,59,-2,-1,1029,NE,7.15,3,0
2011/2/27 16:00,35,-7,2,1026,NE,54.97,0,0
2011/2/28 0:00,25,-9,-2,1027,NW,1.79,0,0
2011/2/28 8:00,37,-9,-2,1029,NW,16.99,0,0
2011/2/28 16:00,15,-12,6,1024,NW,55.88,0,0
2011/3/1 0:00,12,-11,-1,1028,NW,93.44,0,0
2011/3/1 8:00,17,-15,-2,1029,NW,24.6,0,0
2011/3/1 16:00,17,-17,7,1022,NW,73.77,0,0
2011/3/2 0:00,9,-18,1,1026,NW,115.78,0,0
2011/3/2 8:00,33,-12,-3,1028,NW,1.79,0,0
2011/3/2 16:00,32,-17,8,1022,NW,34.42,0,0
2011/3/3 0:00,9,-16,1,1028,NW,81.8,0,0
2011/3/3 8:00,13,-15,1,1029,NW,124.72,0,0
2011/3/3 16:00,12,-16,9,1025,NW,179.24,0,0
2011/3/4 0:00,43,-13,3,1025,NW,6.26,0,0
2011/3/4 8:00,83,-9,-1,1025,NE,0.89,0,0
2011/3/4 16:00,42,-14,11,1019,SE,8.05,0,0
2011/3/5 0:00,69,-8,6,1018,SE,34.42,0,0
2011/3/5 8:00,79,-4,4,1017,SE,61.24,0,0
2011/3/5 16:00,92,-5,13,1014,SE,11.17,0,0
2011/3/6 0:00,55,-11,6,1021,NW,6.26,0,0
2011/3/6 8:00,19,-10,5,1026,NW,63.48,0,0
2011/3/6 16:00,17,-17,11,1023,NE,4.92,0,0
2011/3/7 0:00,0,-15,3,1027,NW,30.85,0,0
2011/3/7 8:00,21,-14,4,1027,NW,16.09,0,0
2011/3/7 16:00,16,-17,10,1020,NW,81.36,0,0
2011/3/8 0:00,0,-16,5,1022,NW,129.19,0,0
2011/3/8 8:00,21,-16,4,1024,NW,178.37,0,0
2011/3/8 16:00,24,-16,9,1021,SE,4.92,0,0
2011/3/9 0:00,0,-16,4,1028,NW,29.07,0,0
2011/3/9 8:00,35,-14,2,1031,NE,2.68,0,0
2011/3/9 16:00,17,-19,12,1024,NW,43.36,0,0
2011/3/10 0:00,66,-13,5,1023,cv,1.79,0,0
2011/3/10 8:00,112,-12,3,1025,cv,1.78,0,0
2011/3/10 16:00,22,-14,16,1019,NW,24.14,0,0
2011/3/11 0:00,48,-16,6,1022,NW,1.79,0,0
2011/3/11 8:00,85,-12,3,1021,NW,4.47,0,0
2011/3/11 16:00,116,-9,13,1013,SE,22.8,0,0
2011/3/12 0:00,263,-6,5,1012,cv,1.78,0,0
2011/3/12 8:00,271,-4,3,1010,NW,5.37,0,0
2011/3/12 16:00,225,-3,17,1007,SE,12.97,0,0
2011/3/13 0:00,379,-3,4,1009,NE,0.89,0,0
2011/3/13 8:00,332,-2,6,1010,NW,7.6,0,0
2011/3/13 16:00,24,-6,17,1013,NW,57.66,0,0
2011/3/14 0:00,8,-14,6,1027,NE,7.15,0,0
2011/3/14 8:00,12,-15,5,1031,NW,38.89,0,0
2011/3/14 16:00,25,-20,8,1027,NW,100.13,0,0
2011/3/15 0:00,16,-18,5,1031,NW,173.45,0,0
2011/3/15 8:00,12,-19,2,1031,NW,242.74,0,0
2011/3/15 16:00,21,-19,10,1022,NW,295.92,0,0
2011/3/16 0:00,18,-16,4,1026,NW,356.26,0,0
2011/3/16 8:00,19,-15,2,1027,NE,3.13,0,0
2011/3/16 16:00,27,-13,11,1021,SE,16.98,0,0
2011/3/17 0:00,105,-12,1,1021,NE,0.89,0,0
2011/3/17 8:00,107,-9,2,1021,NE,0.89,0,0
2011/3/17 16:00,96,-10,17,1014,SE,15.19,0,0
2011/3/18 0:00,0,-6,5,1013,SE,3.13,0,0
2011/3/18 8:00,0,-4,7,1012,NE,5.37,0,0
2011/3/18 16:00,0,-14,14,1013,NW,63.03,0,0
2011/3/19 0:00,0,-10,3,1019,cv,0.45,0,0
2011/3/19 8:00,0,-6,3,1021,cv,1.34,0,0
2011/3/19 16:00,0,-12,14,1014,SE,25.94,0,0
2011/3/20 0:00,0,-4,7,1015,SE,50.08,0,0
2011/3/20 8:00,0,-3,6,1017,cv,0.89,0,0
2011/3/20 16:00,0,-5,9,1015,SE,40.24,0,0
2011/3/21 0:00,0,-6,0,1021,NE,0.89,0,0
2011/3/21 8:00,0,-16,4,1028,NW,33.53,0,0
2011/3/21 16:00,13,-24,9,1025,NW,93.42,0,0
2011/3/22 0:00,17,-24,3,1031,NW,159.58,0,0
2011/3/22 8:00,13,-22,3,1031,NW,7.15,0,0
2011/3/22 16:00,19,-19,11,1024,NW,59.91,0,0
2011/3/23 0:00,30,-17,1,1027,NW,94.78,0,0
2011/3/23 8:00,30,-18,6,1027,NW,127.85,0,0
2011/3/23 16:00,22,-17,10,1020,SE,9.83,0,0
2011/3/24 0:00,0,-20,7,1024,NW,35.76,0,0
2011/3/24 8:00,12,-19,4,1028,NW,104.6,0,0
2011/3/24 16:00,15,-18,12,1024,NW,169.88,0,0
2011/3/25 0:00,8,-19,7,1029,NW,222.63,0,0
2011/3/25 8:00,25,-15,7,1030,NW,16.98,0,0
2011/3/25 16:00,25,-13,13,1025,NE,8.94,0,0
2011/3/26 0:00,36,-10,4,1026,cv,0.89,0,0
2011/3/26 8:00,145,-7,5,1027,SE,1.79,0,0
2011/3/26 16:00,29,-13,15,1024,cv,5.81,0,0
2011/3/27 0:00,20,-16,9,1027,NW,32.64,0,0
2011/3/27 8:00,21,-16,10,1026,NW,80.92,0,0
2011/3/27 16:00,21,-13,18,1020,SE,3.13,0,0
2011/3/28 0:00,43,-9,8,1025,SE,14.76,0,0
2011/3/28 8:00,58,-9,8,1029,NW,8.5,0,0
2011/3/28 16:00,43,-10,15,1025,cv,7.16,0,0
2011/3/29 0:00,69,-3,5,1028,SE,25.93,0,0
2011/3/29 8:00,116,-3,6,1028,NW,3.13,0,0
2011/3/29 16:00,59,-10,21,1021,SE,7.15,0,0
2011/3/30 0:00,75,-6,8,1022,cv,0.89,0,0
2011/3/30 8:00,95,-5,9,1023,cv,1.78,0,0
2011/3/30 16:00,66,-8,22,1017,SE,20.56,0,0
2011/3/31 0:00,148,-3,12,1017,SE,8.5,0,0
2011/3/31 8:00,0,1,10,1017,cv,0.89,0,0
2011/3/31 16:00,179,3,21,1012,SE,3.13,0,0
2011/4/1 0:00,0,2,15,1017,NE,10.28,0,0
2011/4/1 8:00,18,-9,10,1026,NE,69.74,0,0
2011/4/1 16:00,23,-7,10,1028,NW,12.07,0,0
2011/4/2 0:00,0,1,4,1032,cv,1.78,0,7
2011/4/2 8:00,89,3,6,1032,NW,27.71,0,0
2011/4/2 16:00,92,-12,14,1026,cv,15.21,0,0
2011/4/3 0:00,79,-1,7,1027,cv,1.79,0,0
2011/4/3 8:00,156,-7,8,1028,NW,16.99,0,0
2011/4/3 16:00,170,-13,19,1022,cv,1.79,0,0
2011/4/4 0:00,65,-7,11,1023,SE,32.18,0,0
2011/4/4 8:00,132,-9,10,1025,NW,7.14,0,0
2011/4/4 16:00,124,-11,21,1021,SE,21,0,0
2011/4/5 0:00,146,-7,11,1024,SE,54.07,0,0
2011/4/5 8:00,231,-3,11,1025,SE,2.68,0,0
2011/4/5 16:00,253,-4,18,1019,SE,52.75,0,0
2011/4/6 0:00,220,-3,12,1019,SE,80.47,0,0
2011/4/6 8:00,158,2,11,1017,SE,1.78,0,0
2011/4/6 16:00,0,3,17,1013,SE,39.34,0,0
2011/4/7 0:00,0,4,11,1015,SE,61.25,0,0
2011/4/7 8:00,0,-2,13,1019,NW,14.75,0,0
2011/4/7 16:00,0,-14,19,1016,NW,84.04,0,0
2011/4/8 0:00,0,-13,8,1023,NW,132.77,0,0
2011/4/8 8:00,0,-11,11,1023,NW,1.79,0,0
2011/4/8 16:00,39,-10,20,1014,SE,42.01,0,0
2011/4/9 0:00,69,-6,13,1014,SE,79.12,0,0
2011/4/9 8:00,0,-3,12,1014,NE,1.79,0,0
2011/4/9 16:00,102,-7,25,1008,SE,18.33,0,0
2011/4/10 0:00,0,-5,15,1016,NE,28.17,0,0
2011/4/10 8:00,17,-17,12,1025,NW,17.88,0,0
2011/4/10 16:00,11,-19,19,1020,NW,14.3,0,0
2011/4/11 0:00,0,-19,10,1023,NW,56.31,0,0
2011/4/11 8:00,24,-15,14,1024,NW,3.13,0,0
2011/4/11 16:00,12,-14,22,1017,SE,4.92,0,0
2011/4/12 0:00,51,-9,16,1017,cv,3.13,0,0
2011/4/12 8:00,103,-4,12,1016,cv,0.89,0,0
2011/4/12 16:00,73,-6,25,1009,SE,23.24,0,0
2011/4/13 0:00,196,1,13,1011,cv,0.89,0,0
2011/4/13 8:00,169,5,16,1013,cv,0.89,0,0
2011/4/13 16:00,152,6,24,1008,SE,20.11,0,0
2011/4/14 0:00,163,6,16,1009,cv,2.67,0,0
2011/4/14 8:00,184,7,17,1007,NW,6.71,0,0
2011/4/14 16:00,0,-5,31,1000,NW,8.05,0,0
2011/4/15 0:00,53,0,19,1002,NW,8.05,0,0
2011/4/15 8:00,0,-4,20,1011,NW,8.94,0,0
2011/4/15 16:00,25,-6,23,1012,NE,29.51,0,0
2011/4/16 0:00,36,-3,11,1019,SE,19.67,0,0
2011/4/16 8:00,0,-2,12,1019,SE,3.13,0,0
2011/4/16 16:00,87,-2,24,1009,SE,36.21,0,0
2011/4/17 0:00,0,1,19,1007,SE,86.27,0,0
2011/4/17 8:00,16,-4,17,1011,NW,48.27,0,0
2011/4/17 16:00,44,-8,17,1013,NW,130.06,0,0
2011/4/18 0:00,0,-14,10,1017,NW,187.27,0,0
2011/4/18 8:00,4,-13,14,1018,NW,12.97,0,0
2011/4/18 16:00,10,-10,21,1015,NE,7.15,0,0
2011/4/19 0:00,56,0,10,1020,SE,4.92,0,0
2011/4/19 8:00,103,1,12,1021,SE,3.58,0,0
2011/4/19 16:00,68,-5,22,1013,SE,34.88,0,0
2011/4/20 0:00,82,2,13,1012,SE,57.24,0,0
2011/4/20 8:00,136,4,14,1010,SE,1.79,0,0
2011/4/20 16:00,141,6,22,1006,SE,16.1,0,0
2011/4/21 0:00,175,7,17,1008,NE,5.37,0,0
2011/4/21 8:00,169,3,17,1013,NE,1.79,0,0
2011/4/21 16:00,0,7,13,1017,NE,39.34,0,0
2011/4/22 0:00,74,6,7,1019,cv,0.89,0,0
2011/4/22 8:00,0,7,11,1018,NW,4.92,0,0
2011/4/22 16:00,28,3,15,1014,NW,5.81,0,0
2011/4/23 0:00,49,7,10,1014,SE,10.73,0,0
2011/4/23 8:00,0,7,11,1014,NW,1.79,0,0
2011/4/23 16:00,0,0,18,1012,cv,1.79,0,0
2011/4/24 0:00,0,-2,13,1015,NW,66.16,0,0
2011/4/24 8:00,17,-2,15,1014,NW,115.78,0,0
2011/4/24 16:00,23,-6,22,1006,NW,8.94,0,0
2011/4/25 0:00,0,2,12,1006,SE,13.42,0,0
2011/4/25 8:00,122,3,13,1004,cv,0.89,0,0
2011/4/25 16:00,117,5,18,1001,SE,24.15,0,0
2011/4/26 0:00,103,7,11,1004,SE,40.68,0,0
2011/4/26 8:00,151,6,15,1003,SE,3.13,0,0
2011/4/26 16:00,15,4,14,1006,NW,15.2,0,0
2011/4/27 0:00,79,4,7,1008,NE,1.79,0,0
2011/4/27 8:00,29,3,14,1013,SE,1.79,0,0
2011/4/27 16:00,36,2,20,1009,SE,11.17,0,0
2011/4/28 0:00,61,4,12,1011,SE,41.12,0,0
2011/4/28 8:00,93,4,13,1009,SE,5.37,0,0
2011/4/28 16:00,0,5,22,1002,SE,12.52,0,0
2011/4/29 0:00,165,8,16,1002,cv,0.89,0,0
2011/4/29 8:00,166,10,15,1000,NW,1.79,0,0
2011/4/29 16:00,157,10,19,998,SE,21.02,0,0
2011/4/30 0:00,178,12,13,1000,cv,1.78,0,0
2011/4/30 8:00,200,12,13,999,SE,16.55,0,0
2011/4/30 16:00,41,-2,19,1001,NW,66.15,0,0
2011/5/1 0:00,164,-3,17,1007,NW,139.46,0,0
2011/5/1 8:00,99,-1,20,1011,NW,194,0,0
2011/5/1 16:00,39,-3,26,1009,NW,247.64,0,0
2011/5/2 0:00,38,1,18,1012,NW,8.05,0,0
2011/5/2 8:00,23,-1,19,1012,NW,6.71,0,0
2011/5/2 16:00,41,-9,26,1009,NW,94.33,0,0
2011/5/3 0:00,13,-9,15,1015,NW,128.3,0,0
2011/5/3 8:00,13,-3,19,1017,NE,3.13,0,0
2011/5/3 16:00,36,0,24,1012,SE,1.79,0,0
2011/5/4 0:00,68,4,17,1014,SE,31.29,0,0
2011/5/4 8:00,50,8,15,1013,SE,51.86,0,0
2011/5/4 16:00,43,9,15,1007,SE,81.36,0,0
2011/5/5 0:00,98,9,12,1005,cv,0.89,0,1
2011/5/5 8:00,147,12,13,1001,cv,0.89,0,0
2011/5/5 16:00,59,-6,23,1001,NW,30.84,0,0
2011/5/6 0:00,97,4,12,1004,cv,1.78,0,0
2011/5/6 8:00,55,0,20,1003,NW,1.79,0,0
2011/5/6 16:00,30,-5,27,1000,NW,72.86,0,0
2011/5/7 0:00,40,6,16,1005,cv,0.89,0,0
2011/5/7 8:00,27,5,19,1009,NW,4.02,0,0
2011/5/7 16:00,45,3,26,1006,SE,7.15,0,0
2011/5/8 0:00,69,7,16,1012,SE,33.08,0,0
2011/5/8 8:00,82,7,18,1013,SE,5.8,0,0
2011/5/8 16:00,42,11,14,1009,SE,31.28,0,3
2011/5/9 0:00,76,12,13,1006,cv,0.89,0,0
2011/5/9 8:00,84,13,15,1006,NW,14.75,0,0
2011/5/9 16:00,23,4,25,1006,NW,3.13,0,0
2011/5/10 0:00,31,3,19,1009,NW,42.91,0,0
2011/5/10 8:00,44,5,19,1009,NW,12.07,0,0
2011/5/10 16:00,41,5,26,1006,SE,15.2,0,0
2011/5/11 0:00,80,13,16,1006,SE,45.6,0,0
2011/5/11 8:00,111,14,18,1007,cv,1.78,0,0
2011/5/11 16:00,183,-4,28,1004,NW,39.78,0,0
2011/5/12 0:00,51,-12,19,1010,NW,115.32,0,0
2011/5/12 8:00,60,-11,18,1009,NW,160.02,0,0
2011/5/12 16:00,11,1,24,1008,NW,233.78,0,0
2011/5/13 0:00,27,-2,19,1010,NW,286.54,0,0
2011/5/13 8:00,28,-3,22,1010,NW,8.05,0,0
2011/5/13 16:00,24,-5,26,1008,NW,112.2,0,0
2011/5/14 0:00,44,-6,21,1012,NW,168.97,0,0
2011/5/14 8:00,32,0,24,1010,SE,7.15,0,0
2011/5/14 16:00,22,-1,29,1004,SE,12.97,0,0
2011/5/15 0:00,53,4,19,1004,cv,0.89,0,0
2011/5/15 8:00,16,-1,22,1011,NE,16.54,0,0
2011/5/15 16:00,27,-1,25,1011,SE,3.13,0,0
2011/5/16 0:00,68,2,13,1017,SE,33.09,0,0
2011/5/16 8:00,66,4,17,1016,NW,6.71,0,0
2011/5/16 16:00,19,-1,29,1008,SE,22.79,0,0
2011/5/17 0:00,45,4,19,1006,SE,60.78,0,0
2011/5/17 8:00,140,11,19,1001,SE,4.92,0,0
2011/5/17 16:00,155,16,25,996,SE,28.17,0,0
2011/5/18 0:00,264,15,19,997,cv,0.89,0,0
2011/5/18 8:00,212,15,21,998,SE,4.92,0,0
2011/5/18 16:00,221,17,27,997,SE,6.71,0,0
2011/5/19 0:00,7,5,20,1007,NW,62.11,0,0
2011/5/19 8:00,11,1,19,1013,NW,110.4,0,0
2011/5/19 16:00,15,5,24,1008,SE,8.04,0,0
2011/5/20 0:00,28,6,19,1010,SE,44.69,0,0
2011/5/20 8:00,14,-6,17,1015,NW,59.91,0,0
2011/5/20 16:00,180,-3,20,1014,cv,0.89,0,0
2011/5/21 0:00,26,-1,14,1014,SE,16.1,0,0
2011/5/21 8:00,54,-3,19,1016,NW,24.14,0,0
2011/5/21 16:00,43,-5,26,1011,cv,4.02,0,0
2011/5/22 0:00,36,2,18,1012,SE,35.31,0,0
2011/5/22 8:00,115,6,18,1014,cv,0.89,0,0
2011/5/22 16:00,21,-2,30,1008,SE,39.78,0,0
2011/5/23 0:00,73,4,19,1011,SE,89.41,0,0
2011/5/23 8:00,149,11,19,1014,cv,0.89,0,0
2011/5/23 16:00,120,9,29,1011,SE,25.03,0,0
2011/5/24 0:00,53,8,20,1013,SE,67.04,0,0
2011/5/24 8:00,86,13,20,1015,SE,88.06,0,0
2011/5/24 16:00,63,8,28,1013,SE,125.16,0,0
2011/5/25 0:00,78,10,21,1014,SE,163.61,0,0
2011/5/25 8:00,72,12,22,1014,SE,188.2,0,0
2011/5/25 16:00,61,8,28,1011,SE,243.2,0,0
2011/5/26 0:00,88,12,20,1014,SE,8.05,0,0
2011/5/26 8:00,116,13,19,1013,SE,30.85,0,1
2011/5/26 16:00,0,9,23,1011,SE,77.78,0,2
2011/5/27 0:00,0,14,15,1014,cv,0.45,0,0
2011/5/27 8:00,0,14,18,1013,cv,0.89,0,0
2011/5/27 16:00,97,14,28,1009,SE,15.19,0,0
2011/5/28 0:00,153,17,20,1010,SE,41.56,0,0
2011/5/28 8:00,171,18,22,1011,SE,4.92,0,0
2011/5/28 16:00,105,12,32,1006,SE,40.69,0,0
2011/5/29 0:00,99,18,26,1008,SE,74.22,0,0
2011/5/29 8:00,99,18,23,1009,SE,9.39,0,0
2011/5/29 16:00,112,18,27,1006,cv,0.89,0,0
2011/5/30 0:00,96,15,23,1005,NW,1.79,0,0
2011/5/30 8:00,52,16,23,1004,NW,8.04,0,0
2011/5/30 16:00,26,7,31,1000,SE,4.92,0,0
2011/5/31 0:00,29,5,21,1002,cv,0.89,0,0
2011/5/31 8:00,9,8,23,1002,NW,52.31,0,0
2011/5/31 16:00,12,11,25,1002,NW,110.42,0,1
2011/6/1 0:00,12,9,21,1005,NW,160.94,0,0
2011/6/1 8:00,16,9,25,1008,NW,196.7,0,0
2011/6/1 16:00,17,5,31,1006,SE,3.13,0,0
2011/6/2 0:00,33,9,22,1008,SE,25.93,0,0
2011/6/2 8:00,98,13,23,1007,SE,1.79,0,0
2011/6/2 16:00,64,7,35,999,SE,20.56,0,0
2011/6/3 0:00,69,10,23,1001,NW,8.94,0,0
2011/6/3 8:00,34,1,25,1006,NW,8.94,0,0
2011/6/3 16:00,8,5,30,1003,SE,7.15,0,0
2011/6/4 0:00,53,8,20,1006,cv,0.89,0,0
2011/6/4 8:00,0,7,25,1008,NW,1.79,0,0
2011/6/4 16:00,40,6,32,1005,SE,14.75,0,0
2011/6/5 0:00,28,10,20,1007,SE,3.58,0,0
2011/6/5 8:00,133,13,24,1009,cv,0.89,0,0
2011/6/5 16:00,83,11,33,1004,SE,31.29,0,0
2011/6/6 0:00,75,14,25,1004,SE,3.58,0,0
2011/6/6 8:00,0,15,26,1001,cv,2.67,0,0
2011/6/6 16:00,86,17,29,998,NW,6.26,0,0
2011/6/7 0:00,163,18,21,998,SE,1.79,0,0
2011/6/7 8:00,241,18,24,998,cv,0.89,0,0
2011/6/7 16:00,69,14,36,993,SE,22.8,0,0
2011/6/8 0:00,66,19,23,996,cv,4.02,0,0
2011/6/8 8:00,20,18,23,999,NW,3.13,0,0
2011/6/8 16:00,26,15,33,998,SE,10.28,0,0
2011/6/9 0:00,53,19,23,1002,SE,36.65,0,0
2011/6/9 8:00,196,19,24,1005,cv,1.78,0,0
2011/6/9 16:00,76,15,32,1001,SE,16.09,0,0
2011/6/10 0:00,121,18,25,1000,SE,38.45,0,0
2011/6/10 8:00,173,17,25,1001,cv,2.68,0,0
2011/6/10 16:00,71,13,35,996,SE,25.92,0,0
2011/6/11 0:00,96,18,21,1004,SE,7.15,0,0
2011/6/11 8:00,96,18,22,1004,cv,1.78,0,0
2011/6/11 16:00,29,15,22,1002,SE,12.96,0,0
2011/6/12 0:00,20,13,21,1007,NW,8.04,0,0
